Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Perth-Sydney,Perth,Sydney,All Airlines,Dec-13,377,375,2,315,345,60,30,2013,12
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Dec-13,210,196,14,185,186,11,10,2013,12
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Dec-13,282,280,2,255,255,25,25,2013,12
Port Macquarie-Sydney,Port Macquarie,Sydney,All Airlines,Dec-13,199,198,1,145,125,53,73,2013,12
Proserpine-Brisbane,Proserpine,Brisbane,All Airlines,Dec-13,83,83,0,73,64,10,19,2013,12
Rockhampton-Brisbane,Rockhampton,Brisbane,All Airlines,Dec-13,391,386,5,312,291,74,95,2013,12
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,All Airlines,Dec-13,140,138,2,108,95,30,43,2013,12
Sunshine Coast-Sydney,Sunshine Coast,Sydney,All Airlines,Dec-13,158,154,4,117,119,37,35,2013,12
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Dec-13,553,545,8,455,445,90,100,2013,12
Sydney-Albury,Sydney,Albury,All Airlines,Dec-13,269,269,0,219,204,50,65,2013,12
Sydney-Alice Springs,Sydney,Alice Springs,All Airlines,Dec-13,48,48,0,42,41,6,7,2013,12
Sydney-Ayers Rock,Sydney,Ayers Rock,All Airlines,Dec-13,47,47,0,42,36,5,11,2013,12
Sydney-Ballina,Sydney,Ballina,All Airlines,Dec-13,138,137,1,117,119,20,18,2013,12
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Dec-13,1340,1315,25,1094,1057,221,258,2013,12
Sydney-Cairns,Sydney,Cairns,All Airlines,Dec-13,265,264,1,206,228,58,36,2013,12
Sydney-Canberra,Sydney,Canberra,All Airlines,Dec-13,782,759,23,674,672,85,87,2013,12
Sydney-Coffs Harbour,Sydney,Coffs Harbour,All Airlines,Dec-13,245,243,2,206,200,37,43,2013,12
Sydney-Darwin,Sydney,Darwin,All Airlines,Dec-13,111,111,0,96,99,15,12,2013,12
Sydney-Dubbo,Sydney,Dubbo,All Airlines,Dec-13,233,232,1,203,191,29,41,2013,12
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Dec-13,862,828,34,687,690,141,138,2013,12
Sydney-Hamilton Island,Sydney,Hamilton Island,All Airlines,Dec-13,61,61,0,50,55,11,6,2013,12
Sydney-Hobart,Sydney,Hobart,All Airlines,Dec-13,207,205,2,166,167,39,38,2013,12
Sydney-Launceston,Sydney,Launceston,All Airlines,Dec-13,118,118,0,93,95,25,23,2013,12
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Dec-13,2133,2063,70,1781,1709,282,354,2013,12
Sydney-Perth,Sydney,Perth,All Airlines,Dec-13,381,380,1,307,289,73,91,2013,12
Sydney-Port Macquarie,Sydney,Port Macquarie,All Airlines,Dec-13,198,197,1,171,150,26,47,2013,12
Sydney-Sunshine Coast,Sydney,Sunshine Coast,All Airlines,Dec-13,159,156,3,125,129,31,27,2013,12
Sydney-Townsville,Sydney,Townsville,All Airlines,Dec-13,61,61,0,54,51,7,10,2013,12
Sydney-Wagga Wagga,Sydney,Wagga Wagga,All Airlines,Dec-13,221,221,0,193,176,28,45,2013,12
Townsville-Brisbane,Townsville,Brisbane,All Airlines,Dec-13,340,337,3,270,260,67,77,2013,12
Townsville-Cairns,Townsville,Cairns,All Airlines,Dec-13,195,191,4,168,172,23,19,2013,12
Townsville-Sydney,Townsville,Sydney,All Airlines,Dec-13,62,62,0,45,45,17,17,2013,12
Wagga Wagga-Sydney,Wagga Wagga,Sydney,All Airlines,Dec-13,220,220,0,174,169,46,51,2013,12
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Jan-14,258,256,2,235,236,21,20,2014,1
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Jan-14,76,76,0,67,67,9,9,2014,1
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Jan-14,78,77,1,73,74,4,3,2014,1
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Jan-14,744,734,10,670,671,64,63,2014,1
Adelaide-Perth,Adelaide,Perth,All Airlines,Jan-14,222,222,0,206,202,16,20,2014,1
Adelaide-Port Lincoln,Adelaide,Port Lincoln,All Airlines,Jan-14,238,238,0,223,217,15,21,2014,1
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Jan-14,554,549,5,492,504,57,45,2014,1
Albury-Sydney,Albury,Sydney,All Airlines,Jan-14,226,225,1,204,202,21,23,2014,1
Alice Springs-Melbourne,Alice Springs,Melbourne,All Airlines,Jan-14,49,49,0,39,44,10,5,2014,1
Alice Springs-Sydney,Alice Springs,Sydney,All Airlines,Jan-14,49,49,0,47,45,2,4,2014,1
Ayers Rock-Sydney,Ayers Rock,Sydney,All Airlines,Jan-14,49,49,0,47,46,2,3,2014,1
Ballina-Sydney,Ballina,Sydney,All Airlines,Jan-14,135,134,1,115,118,19,16,2014,1
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Jan-14,258,257,1,227,225,30,32,2014,1
Brisbane-Bundaberg,Brisbane,Bundaberg,All Airlines,Jan-14,149,147,2,128,128,19,19,2014,1
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Jan-14,415,415,0,364,376,51,39,2014,1
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Jan-14,242,238,4,214,219,24,19,2014,1
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Jan-14,67,67,0,60,62,7,5,2014,1
Brisbane-Emerald,Brisbane,Emerald,All Airlines,Jan-14,269,264,5,242,224,22,40,2014,1
Brisbane-Gladstone,Brisbane,Gladstone,All Airlines,Jan-14,375,368,7,334,328,34,40,2014,1
Brisbane-Hamilton Island,Brisbane,Hamilton Island,All Airlines,Jan-14,48,45,3,43,42,2,3,2014,1
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Jan-14,61,61,0,55,48,6,13,2014,1
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Jan-14,327,313,14,269,272,44,41,2014,1
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Jan-14,1013,1000,13,835,830,165,170,2014,1
Brisbane-Moranbah,Brisbane,Moranbah,All Airlines,Jan-14,224,201,23,189,190,12,11,2014,1
Brisbane-Mount Isa,Brisbane,Mount Isa,All Airlines,Jan-14,79,79,0,77,78,2,1,2014,1
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Jan-14,264,261,3,218,207,43,54,2014,1
Brisbane-Perth,Brisbane,Perth,All Airlines,Jan-14,255,255,0,209,226,46,29,2014,1
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Jan-14,83,79,4,73,70,6,9,2014,1
Brisbane-Rockhampton,Brisbane,Rockhampton,All Airlines,Jan-14,402,391,11,335,339,56,52,2014,1
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Jan-14,1378,1336,42,1193,1202,143,134,2014,1
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Jan-14,338,334,4,292,294,42,40,2014,1
Broome-Perth,Broome,Perth,All Airlines,Jan-14,128,126,2,111,112,15,14,2014,1
Bundaberg-Brisbane,Bundaberg,Brisbane,All Airlines,Jan-14,149,147,2,123,115,24,32,2014,1
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Jan-14,414,414,0,374,360,40,54,2014,1
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Jan-14,188,188,0,152,152,36,36,2014,1
Cairns-Sydney,Cairns,Sydney,All Airlines,Jan-14,277,277,0,259,263,18,14,2014,1
Cairns-Townsville,Cairns,Townsville,All Airlines,Jan-14,186,176,10,161,160,15,16,2014,1
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Jan-14,76,76,0,65,70,11,6,2014,1
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Jan-14,241,238,3,208,209,30,29,2014,1
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Jan-14,411,407,4,364,366,43,41,2014,1
Canberra-Sydney,Canberra,Sydney,All Airlines,Jan-14,655,630,25,576,581,54,49,2014,1
Coffs Harbour-Sydney,Coffs Harbour,Sydney,All Airlines,Jan-14,244,244,0,214,221,30,23,2014,1
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Jan-14,67,67,0,62,57,5,10,2014,1
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Jan-14,89,89,0,78,80,11,9,2014,1
Darwin-Perth,Darwin,Perth,All Airlines,Jan-14,58,58,0,50,53,8,5,2014,1
Darwin-Sydney,Darwin,Sydney,All Airlines,Jan-14,105,105,0,94,85,11,20,2014,1
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Jan-14,195,195,0,176,171,19,24,2014,1
Emerald-Brisbane,Emerald,Brisbane,All Airlines,Jan-14,269,263,6,231,224,32,39,2014,1
Geraldton-Perth,Geraldton,Perth,All Airlines,Jan-14,161,160,1,145,147,15,13,2014,1
Gladstone-Brisbane,Gladstone,Brisbane,All Airlines,Jan-14,398,391,7,332,319,59,72,2014,1
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Jan-14,78,78,0,73,74,5,4,2014,1
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Jan-14,502,502,0,411,418,91,84,2014,1
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Jan-14,891,879,12,778,808,101,71,2014,1
Hamilton Island-Brisbane,Hamilton Island,Brisbane,All Airlines,Jan-14,48,45,3,42,41,3,4,2014,1
Hamilton Island-Sydney,Hamilton Island,Sydney,All Airlines,Jan-14,62,58,4,49,47,9,11,2014,1
Hobart-Brisbane,Hobart,Brisbane,All Airlines,Jan-14,61,61,0,38,45,23,16,2014,1
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Jan-14,486,485,1,407,393,78,92,2014,1
Hobart-Sydney,Hobart,Sydney,All Airlines,Jan-14,211,211,0,180,197,31,14,2014,1
Kalgoorlie-Perth,Kalgoorlie,Perth,All Airlines,Jan-14,146,140,6,133,131,7,9,2014,1
Karratha-Perth,Karratha,Perth,All Airlines,Jan-14,350,332,18,313,315,19,17,2014,1
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Jan-14,411,408,3,350,343,58,65,2014,1
Launceston-Sydney,Launceston,Sydney,All Airlines,Jan-14,121,121,0,99,102,22,19,2014,1
Mackay-Brisbane,Mackay,Brisbane,All Airlines,Jan-14,327,313,14,264,257,49,56,2014,1
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Jan-14,744,739,5,687,659,52,80,2014,1
Melbourne-Alice Springs,Melbourne,Alice Springs,All Airlines,Jan-14,49,49,0,43,42,6,7,2014,1
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Jan-14,1015,1001,14,843,788,158,213,2014,1
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Jan-14,186,186,0,157,160,29,26,2014,1
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Jan-14,411,406,5,369,355,37,51,2014,1
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Jan-14,88,88,0,77,76,11,12,2014,1
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Jan-14,500,500,0,422,416,78,84,2014,1
Melbourne-Hobart,Melbourne,Hobart,All Airlines,Jan-14,483,483,0,410,415,73,68,2014,1
Melbourne-Launceston,Melbourne,Launceston,All Airlines,Jan-14,410,407,3,346,344,61,63,2014,1
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Jan-14,181,181,0,174,165,7,16,2014,1
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Jan-14,139,138,1,123,121,15,17,2014,1
Melbourne-Perth,Melbourne,Perth,All Airlines,Jan-14,510,509,1,441,416,68,93,2014,1
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,All Airlines,Jan-14,134,132,2,116,113,16,19,2014,1
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jan-14,2007,1977,30,1785,1804,192,173,2014,1
Mildura-Melbourne,Mildura,Melbourne,All Airlines,Jan-14,181,181,0,170,171,11,10,2014,1
Moranbah-Brisbane,Moranbah,Brisbane,All Airlines,Jan-14,219,198,21,179,164,19,34,2014,1
Mount Isa-Brisbane,Mount Isa,Brisbane,All Airlines,Jan-14,79,78,1,75,73,3,5,2014,1
Newcastle-Brisbane,Newcastle,Brisbane,All Airlines,Jan-14,264,258,6,196,192,62,66,2014,1
Newcastle-Melbourne,Newcastle,Melbourne,All Airlines,Jan-14,140,140,0,117,110,23,30,2014,1
Newman-Perth,Newman,Perth,All Airlines,Jan-14,216,209,7,193,197,16,12,2014,1
Perth-Adelaide,Perth,Adelaide,All Airlines,Jan-14,229,227,2,212,211,15,16,2014,1
Perth-Brisbane,Perth,Brisbane,All Airlines,Jan-14,254,252,2,233,211,19,41,2014,1
Perth-Broome,Perth,Broome,All Airlines,Jan-14,129,128,1,120,115,8,13,2014,1
Perth-Darwin,Perth,Darwin,All Airlines,Jan-14,58,58,0,50,48,8,10,2014,1
Perth-Geraldton,Perth,Geraldton,All Airlines,Jan-14,156,156,0,141,139,15,17,2014,1
Perth-Kalgoorlie,Perth,Kalgoorlie,All Airlines,Jan-14,146,144,2,137,136,7,8,2014,1
Perth-Karratha,Perth,Karratha,All Airlines,Jan-14,350,332,18,319,319,13,13,2014,1
Perth-Melbourne,Perth,Melbourne,All Airlines,Jan-14,512,511,1,450,454,61,57,2014,1
Perth-Newman,Perth,Newman,All Airlines,Jan-14,216,210,6,198,197,12,13,2014,1
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Jan-14,228,226,2,215,216,11,10,2014,1
Perth-Sydney,Perth,Sydney,All Airlines,Jan-14,399,395,4,360,358,35,37,2014,1
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Jan-14,228,226,2,204,204,22,22,2014,1
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Jan-14,235,235,0,219,212,16,23,2014,1
Port Macquarie-Sydney,Port Macquarie,Sydney,All Airlines,Jan-14,197,197,0,164,144,33,53,2014,1
Proserpine-Brisbane,Proserpine,Brisbane,All Airlines,Jan-14,84,78,6,64,59,14,19,2014,1
Rockhampton-Brisbane,Rockhampton,Brisbane,All Airlines,Jan-14,376,367,9,318,304,49,63,2014,1
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,All Airlines,Jan-14,137,134,3,106,109,28,25,2014,1
Sunshine Coast-Sydney,Sunshine Coast,Sydney,All Airlines,Jan-14,155,153,2,138,139,15,14,2014,1
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Jan-14,551,549,2,495,509,54,40,2014,1
Sydney-Albury,Sydney,Albury,All Airlines,Jan-14,226,226,0,202,200,24,26,2014,1
Sydney-Alice Springs,Sydney,Alice Springs,All Airlines,Jan-14,49,49,0,47,49,2,0,2014,1
Sydney-Ayers Rock,Sydney,Ayers Rock,All Airlines,Jan-14,49,49,0,46,48,3,1,2014,1
Sydney-Ballina,Sydney,Ballina,All Airlines,Jan-14,139,138,1,126,125,12,13,2014,1
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Jan-14,1346,1305,41,1164,1133,141,172,2014,1
Sydney-Cairns,Sydney,Cairns,All Airlines,Jan-14,274,274,0,239,258,35,16,2014,1
Sydney-Canberra,Sydney,Canberra,All Airlines,Jan-14,654,631,23,578,584,53,47,2014,1
Sydney-Coffs Harbour,Sydney,Coffs Harbour,All Airlines,Jan-14,244,244,0,224,210,20,34,2014,1
Sydney-Darwin,Sydney,Darwin,All Airlines,Jan-14,106,106,0,101,101,5,5,2014,1
Sydney-Dubbo,Sydney,Dubbo,All Airlines,Jan-14,191,191,0,176,167,15,24,2014,1
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Jan-14,890,879,11,788,795,91,84,2014,1
Sydney-Hamilton Island,Sydney,Hamilton Island,All Airlines,Jan-14,61,57,4,49,47,8,10,2014,1
Sydney-Hobart,Sydney,Hobart,All Airlines,Jan-14,210,210,0,187,192,23,18,2014,1
Sydney-Launceston,Sydney,Launceston,All Airlines,Jan-14,120,120,0,102,107,18,13,2014,1
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Jan-14,2015,1983,32,1801,1796,182,187,2014,1
Sydney-Perth,Sydney,Perth,All Airlines,Jan-14,404,401,3,346,366,55,35,2014,1
Sydney-Port Macquarie,Sydney,Port Macquarie,All Airlines,Jan-14,196,196,0,177,167,19,29,2014,1
Sydney-Sunshine Coast,Sydney,Sunshine Coast,All Airlines,Jan-14,156,156,0,145,147,11,9,2014,1
Sydney-Townsville,Sydney,Townsville,All Airlines,Jan-14,59,59,0,58,58,1,1,2014,1
Sydney-Wagga Wagga,Sydney,Wagga Wagga,All Airlines,Jan-14,167,167,0,151,142,16,25,2014,1
Townsville-Brisbane,Townsville,Brisbane,All Airlines,Jan-14,339,335,4,294,289,41,46,2014,1
Townsville-Cairns,Townsville,Cairns,All Airlines,Jan-14,186,175,11,141,144,34,31,2014,1
Townsville-Sydney,Townsville,Sydney,All Airlines,Jan-14,61,61,0,54,55,7,6,2014,1
Wagga Wagga-Sydney,Wagga Wagga,Sydney,All Airlines,Jan-14,167,167,0,141,139,26,28,2014,1
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Feb-14,225,225,0,213,214,12,11,2014,2
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Feb-14,84,83,1,75,79,8,4,2014,2
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Feb-14,56,56,0,51,52,5,4,2014,2
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Feb-14,697,687,10,628,629,59,58,2014,2
Adelaide-Perth,Adelaide,Perth,All Airlines,Feb-14,189,189,0,169,173,20,16,2014,2
Adelaide-Port Lincoln,Adelaide,Port Lincoln,All Airlines,Feb-14,248,239,9,224,219,15,20,2014,2
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Feb-14,508,505,3,465,476,40,29,2014,2
Albury-Sydney,Albury,Sydney,All Airlines,Feb-14,246,243,3,209,192,34,51,2014,2
Alice Springs-Melbourne,Alice Springs,Melbourne,All Airlines,Feb-14,42,42,0,30,38,12,4,2014,2
Alice Springs-Sydney,Alice Springs,Sydney,All Airlines,Feb-14,41,41,0,30,32,11,9,2014,2
Ayers Rock-Sydney,Ayers Rock,Sydney,All Airlines,Feb-14,44,44,0,41,42,3,2,2014,2
Ballina-Sydney,Ballina,Sydney,All Airlines,Feb-14,83,83,0,65,61,18,22,2014,2
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Feb-14,225,225,0,197,205,28,20,2014,2
Brisbane-Bundaberg,Brisbane,Bundaberg,All Airlines,Feb-14,138,137,1,127,124,10,13,2014,2
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Feb-14,321,321,0,294,303,27,18,2014,2
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Feb-14,228,227,1,208,204,19,23,2014,2
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Feb-14,62,62,0,60,61,2,1,2014,2
Brisbane-Emerald,Brisbane,Emerald,All Airlines,Feb-14,235,233,2,214,194,19,39,2014,2
Brisbane-Gladstone,Brisbane,Gladstone,All Airlines,Feb-14,336,323,13,299,286,24,37,2014,2
Brisbane-Hamilton Island,Brisbane,Hamilton Island,All Airlines,Feb-14,44,43,1,40,39,3,4,2014,2
Brisbane-Hobart,Brisbane,Hobart,All Airlines,Feb-14,48,48,0,42,37,6,11,2014,2
Brisbane-Mackay,Brisbane,Mackay,All Airlines,Feb-14,297,292,5,264,266,28,26,2014,2
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Feb-14,878,863,15,776,761,87,102,2014,2
Brisbane-Moranbah,Brisbane,Moranbah,All Airlines,Feb-14,221,212,9,197,201,15,11,2014,2
Brisbane-Mount Isa,Brisbane,Mount Isa,All Airlines,Feb-14,72,72,0,69,69,3,3,2014,2
Brisbane-Newcastle,Brisbane,Newcastle,All Airlines,Feb-14,231,229,2,212,205,17,24,2014,2
Brisbane-Perth,Brisbane,Perth,All Airlines,Feb-14,213,213,0,191,198,22,15,2014,2
Brisbane-Proserpine,Brisbane,Proserpine,All Airlines,Feb-14,72,71,1,63,65,8,6,2014,2
Brisbane-Rockhampton,Brisbane,Rockhampton,All Airlines,Feb-14,391,377,14,334,343,43,34,2014,2
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Feb-14,1200,1183,17,1068,1075,115,108,2014,2
Brisbane-Townsville,Brisbane,Townsville,All Airlines,Feb-14,304,301,3,271,280,30,21,2014,2
Broome-Perth,Broome,Perth,All Airlines,Feb-14,111,107,4,95,97,12,10,2014,2
Bundaberg-Brisbane,Bundaberg,Brisbane,All Airlines,Feb-14,138,137,1,122,119,15,18,2014,2
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Feb-14,323,323,0,299,281,24,42,2014,2
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Feb-14,121,120,1,91,97,29,23,2014,2
Cairns-Sydney,Cairns,Sydney,All Airlines,Feb-14,209,209,0,179,185,30,24,2014,2
Cairns-Townsville,Cairns,Townsville,All Airlines,Feb-14,173,171,2,153,152,18,19,2014,2
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Feb-14,84,83,1,74,74,9,9,2014,2
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Feb-14,229,227,2,203,203,24,24,2014,2
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Feb-14,436,433,3,394,387,39,46,2014,2
Canberra-Sydney,Canberra,Sydney,All Airlines,Feb-14,795,756,39,683,681,73,75,2014,2
Coffs Harbour-Sydney,Coffs Harbour,Sydney,All Airlines,Feb-14,205,204,1,161,174,43,30,2014,2
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Feb-14,61,61,0,57,53,4,8,2014,2
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Feb-14,73,73,0,58,62,15,11,2014,2
Darwin-Perth,Darwin,Perth,All Airlines,Feb-14,52,52,0,52,52,0,0,2014,2
Darwin-Sydney,Darwin,Sydney,All Airlines,Feb-14,83,83,0,72,67,11,16,2014,2
Dubbo-Sydney,Dubbo,Sydney,All Airlines,Feb-14,250,245,5,216,204,29,41,2014,2
Emerald-Brisbane,Emerald,Brisbane,All Airlines,Feb-14,235,232,3,196,191,36,41,2014,2
Geraldton-Perth,Geraldton,Perth,All Airlines,Feb-14,140,140,0,126,124,14,16,2014,2
Gladstone-Brisbane,Gladstone,Brisbane,All Airlines,Feb-14,356,340,16,293,278,47,62,2014,2
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Feb-14,56,56,0,50,51,6,5,2014,2
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Feb-14,367,367,0,316,312,51,55,2014,2
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Feb-14,695,690,5,622,631,68,59,2014,2
Hamilton Island-Brisbane,Hamilton Island,Brisbane,All Airlines,Feb-14,45,43,2,39,39,4,4,2014,2
Hamilton Island-Melbourne,Hamilton Island,Melbourne,All Airlines,Feb-14,28,28,0,25,25,3,3,2014,2
Hamilton Island-Sydney,Hamilton Island,Sydney,All Airlines,Feb-14,45,44,1,36,38,8,6,2014,2
Hobart-Brisbane,Hobart,Brisbane,All Airlines,Feb-14,48,48,0,31,34,17,14,2014,2
Hobart-Melbourne,Hobart,Melbourne,All Airlines,Feb-14,402,400,2,322,309,78,91,2014,2
Hobart-Sydney,Hobart,Sydney,All Airlines,Feb-14,140,140,0,121,127,19,13,2014,2
Kalgoorlie-Perth,Kalgoorlie,Perth,All Airlines,Feb-14,128,127,1,120,115,7,12,2014,2
Karratha-Perth,Karratha,Perth,All Airlines,Feb-14,320,301,19,287,286,14,15,2014,2
Launceston-Melbourne,Launceston,Melbourne,All Airlines,Feb-14,333,333,0,289,269,44,64,2014,2
Launceston-Sydney,Launceston,Sydney,All Airlines,Feb-14,84,84,0,74,74,10,10,2014,2
Mackay-Brisbane,Mackay,Brisbane,All Airlines,Feb-14,298,291,7,251,255,40,36,2014,2
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Feb-14,697,688,9,638,613,50,75,2014,2
Melbourne-Alice Springs,Melbourne,Alice Springs,All Airlines,Feb-14,42,42,0,38,34,4,8,2014,2
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Feb-14,877,860,17,779,708,81,152,2014,2
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Feb-14,121,120,1,104,103,16,17,2014,2
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Feb-14,436,431,5,399,382,32,49,2014,2
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Feb-14,72,71,1,67,65,4,6,2014,2
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Feb-14,367,367,0,314,304,53,63,2014,2
Melbourne-Hamilton Island,Melbourne,Hamilton Island,All Airlines,Feb-14,28,28,0,25,25,3,3,2014,2
Melbourne-Hobart,Melbourne,Hobart,All Airlines,Feb-14,400,400,0,347,343,53,57,2014,2
Melbourne-Launceston,Melbourne,Launceston,All Airlines,Feb-14,332,332,0,296,284,36,48,2014,2
Melbourne-Mildura,Melbourne,Mildura,All Airlines,Feb-14,179,179,0,167,156,12,23,2014,2
Melbourne-Newcastle,Melbourne,Newcastle,All Airlines,Feb-14,113,112,1,91,87,21,25,2014,2
Melbourne-Perth,Melbourne,Perth,All Airlines,Feb-14,435,434,1,382,385,52,49,2014,2
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,All Airlines,Feb-14,104,104,0,101,97,3,7,2014,2
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Feb-14,2045,2019,26,1792,1735,227,284,2014,2
Mildura-Melbourne,Mildura,Melbourne,All Airlines,Feb-14,179,179,0,165,163,14,16,2014,2
Moranbah-Brisbane,Moranbah,Brisbane,All Airlines,Feb-14,219,207,12,192,187,15,20,2014,2
Mount Isa-Brisbane,Mount Isa,Brisbane,All Airlines,Feb-14,72,72,0,69,66,3,6,2014,2
Newcastle-Brisbane,Newcastle,Brisbane,All Airlines,Feb-14,232,229,3,193,185,36,44,2014,2
Newcastle-Melbourne,Newcastle,Melbourne,All Airlines,Feb-14,112,112,0,87,86,25,26,2014,2
Newman-Perth,Newman,Perth,All Airlines,Feb-14,192,188,4,178,178,10,10,2014,2
Perth-Adelaide,Perth,Adelaide,All Airlines,Feb-14,193,192,1,183,186,9,6,2014,2
Perth-Brisbane,Perth,Brisbane,All Airlines,Feb-14,214,214,0,196,192,18,22,2014,2
Perth-Broome,Perth,Broome,All Airlines,Feb-14,111,108,3,101,94,7,14,2014,2
Perth-Darwin,Perth,Darwin,All Airlines,Feb-14,52,52,0,47,47,5,5,2014,2
Perth-Geraldton,Perth,Geraldton,All Airlines,Feb-14,136,136,0,119,116,17,20,2014,2
Perth-Kalgoorlie,Perth,Kalgoorlie,All Airlines,Feb-14,128,128,0,122,121,6,7,2014,2
Perth-Karratha,Perth,Karratha,All Airlines,Feb-14,320,301,19,294,293,7,8,2014,2
Perth-Melbourne,Perth,Melbourne,All Airlines,Feb-14,436,434,2,391,371,43,63,2014,2
Perth-Newman,Perth,Newman,All Airlines,Feb-14,192,187,5,180,179,7,8,2014,2
Perth-Port Hedland,Perth,Port Hedland,All Airlines,Feb-14,204,203,1,197,196,6,7,2014,2
Perth-Sydney,Perth,Sydney,All Airlines,Feb-14,351,347,4,323,328,24,19,2014,2
Port Hedland-Perth,Port Hedland,Perth,All Airlines,Feb-14,204,201,3,190,192,11,9,2014,2
Port Lincoln-Adelaide,Port Lincoln,Adelaide,All Airlines,Feb-14,249,240,9,216,213,24,27,2014,2
